campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Men_Premium_Modal,Adset-5 LAL2,2025-02-11,219.35,360976,5317.0,0.0147,140,4836.71,22.05,Carousel,Summer‑ready essentials — sweat‑wicking men boxers.,Broad,Facebook,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-02-12,110.97,463023,7182.0,0.0155,222,5432.27,48.95,Video,Confidence starts inside — elevate with men briefs.,Retargeting,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-02-13,382.37,275549,1987.0,0.0072,54,1680.87,4.4,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Broad,Facebook,UK
Men Premium Modal,Adset-5 LAL2,2025-02-14,543.99,57110,538.0,0.0094,16,585.0,1.08,Video,No ride‑up guarantee — best‑selling men inner vests back in stock.,Broad,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-02-15,362.59,136268,1498.0,0.011,28,504.94,1.39,Image,Summer‑ready essentials — sweat‑wicking men boxers.,Lookalike,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-02-16,,379004,4345.0,0.0115,152,6555.08,92.47,Video,Summer‑ready essentials — sweat‑wicking men athletic briefs.,Retargeting,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-02-17,522.16,127067,1396.0,0.011,40,1752.74,3.36,Image,"All‑day comfort, zero pinch — try our men inner vests!",Broad,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-02-18,1010.52,319337,2627.0,0.0082,75,3190.49,3.16,Video,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Broad,Facebook,US
Men_Premium_Modal,Adset-5 LAL2,2025-02-19,88.71,274933,3256.0,0.0118,81,3601.93,40.6,Video,Breathable microfiber that moves with you — limited offer on men inner vests.,Lookalike,Facebook,US
Men  Premium  Modal,Adset-5 LAL2,2025-02-20,381.07,211119,1251.0,0.0059,0,996.56,2.62,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Broad,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-02-21,413.2,451444,3962.0,0.0088,83,3230.73,7.82,Image,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Instagram,IN
men premium modal,Adset-5 LAL2,2025-02-22,,477468,5330.0,0.0112,152,2860.29,16.64,Video,Doctors recommend breathable modal — meet our men athletic briefs.,Lookalike,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-02-23,279.43,14201,129.0,0.0091,5,213.65,0.76,UGC,Summer‑ready essentials — sweat‑wicking men trunks.,Broad,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-02-24,909.28,409910,4074.0,0.0099,100,2900.52,3.19,Image,"Push comfort, not wires — everyday men trunks.",Lookalike,Instagram,IN
men premium modal,Adset-5 LAL2,2025-02-25,570.61,463740,5530.0,0.0119,159,7037.56,12.33,Video,"Push comfort, not wires — everyday men inner vests.",Lookalike,Instagram,IN
Men_Premium_Modal,Adset-5 LAL2,2025-02-26,363.2,186007,,0.0115,81,2809.37,7.74,Image,Seamless confidence for every day — new men boxers.,Broad,Instagram,UK
MEN PREMIUM MODAL,Adset-5 LAL2,2025-02-27,209.68,18094,174.0,0.0096,6,149.77,0.71,Image,"Push comfort, not wires — everyday men boxers.",Broad,Instagram,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-02-28,663.79,505099,7580.0,0.015,185,4835.77,7.29,UGC,"All‑day comfort, zero pinch — try our men athletic briefs!",Lookalike,Instagram,UK
men premium modal,Adset-5 LAL2,2025-03-01,1166.58,299785,3231.0,0.0108,58,1647.68,1.41,Carousel,Invisible under tees — seamless men boxers.,Broad,Instagram,IN
Men Premium Modal,Adset-5 LAL2,2025-03-02,140.67,65469,,0.0114,18,517.54,3.68,UGC,Doctors recommend breathable modal — meet our men briefs.,Broad,Facebook,UK
men premium modal,Adset-5 LAL2,2025-03-03,773.14,326630,3130.0,0.0096,80,2844.72,3.68,Carousel,Seamless confidence for every day — new men briefs.,Lookalike,Instagram,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-03-04,430.37,393122,2997.0,0.0076,102,2414.36,5.61,Video,Invisible under tees — seamless men briefs.,Broad,Facebook,IN
Men Premium Modal,Adset-5 LAL2,2025-03-05,720.29,354015,2319.0,0.0066,65,2104.75,2.92,Video,Confidence starts inside — elevate with men briefs.,Broad,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-03-06,812.21,29250,385.0,0.0131,12,243.32,0.3,Video,Seamless confidence for every day — new men boxers.,Retargeting,Instagram,US
Men  Premium  Modal,Adset-5 LAL2,2025-03-07,841.36,128955,2572.0,0.0199,66,2755.46,3.28,Image,"Push comfort, not wires — everyday men briefs.",Retargeting,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-03-08,262.1,85608,517.0,0.006,12,539.73,2.06,Video,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Facebook,US
Men  Premium  Modal,Adset-5 LAL2,2025-03-09,875.37,390635,2085.0,0.0053,68,2174.41,2.48,Video,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Facebook,IN
Men Premium Modal,Adset-5 LAL2,2025-03-10,853.47,186691,2050.0,0.011,42,1254.56,1.47,Image,Breathable organic cotton that moves with you — limited offer on men boxers.,Broad,Facebook,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-03-11,714.32,238907,1930.0,0.0081,57,1590.9,2.23,Image,"All‑day comfort, zero pinch — try our men trunks!",Broad,Facebook,IN
Men Premium Modal,Adset-5 LAL2,2025-03-12,852.67,136695,1329.0,0.0097,33,,1.73,Carousel,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Lookalike,Facebook,UK
Men Premium M-dal,Adset-5 LAL2,2025-03-13,840.63,336441,3295.0,0.0098,95,2230.9,2.65,Image,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Instagram,IN
Men -remium Modal,Adset-5 LAL2,2025-03-14,301.88,67456,756.0,0.0112,21,407.77,1.35,Image,Breathable modal that moves with you — limited offer on men inner vests.,Broad,Facebook,US
Men  Premium  Modal,Adset-5 LAL2,2025-03-15,990.09,314575,4188.0,0.0133,0,4870.63,4.92,UGC,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Facebook,US
men premium modal,Adset-5 LAL2,2025-03-16,746.19,337825,,0.0145,143,5818.37,7.8,UGC,Confidence starts inside — elevate with men boxers.,Broad,Facebook,IN
Men Premium Modal,Adset-5 LAL2,2025-03-17,50.29,78975,907.0,0.0115,28,863.68,17.17,Video,Stretch that snaps back — durable men briefs.,Lookalike,Facebook,IN
Men  Premium  Modal,Adset-5 LAL2,2025-03-18,361.44,294243,3983.0,0.0135,97,3731.53,10.32,Image,"Push comfort, not wires — everyday men boxers.",Broad,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-03-19,475.94,133321,1177.0,0.0088,36,996.06,2.09,Image,"Push comfort, not wires — everyday men inner vests.",Retargeting,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-03-20,698.02,341286,4605.0,0.0135,110,2918.34,4.18,Video,Invisible under tees — seamless men boxers.,Lookalike,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-03-21,440.86,144403,1768.0,0.0122,56,2303.87,5.23,Carousel,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Retargeting,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-03-22,140.26,334746,4389.0,0.0131,155,4436.45,31.63,Video,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Retargeting,Facebook,UK
Men Premium Modal,Adset-5 LAL2,2025-03-23,1006.62,164425,1498.0,0.0091,31,602.65,0.6,Video,"Push comfort, not wires — everyday men briefs.",Lookalike,Instagram,IN
Men  Premium  Modal,Adset-5 LAL2,2025-03-24,490.02,301953,2560.0,0.0085,71,1556.93,3.18,Video,Doctors recommend breathable bamboo — meet our men briefs.,Broad,Facebook,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-03-25,314.8,503182,7305.0,0.0145,190,7384.22,23.46,UGC,No ride‑up guarantee — best‑selling men athletic briefs back in stock.,Retargeting,Instagram,IN
Men Premium Modal,Adset-5 LAL2,2025-03-26,448.39,335115,3972.0,0.0119,73,2897.99,6.46,Image,Summer‑ready essentials — sweat‑wicking men briefs.,Broad,Facebook,US
Men Premium Modal,Adset-5 LAL2,2025-03-27,528.68,99934,1158.0,0.0116,52,2148.44,4.06,Image,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Retargeting,Facebook,UK
Men Premium Modal,Adset-5 LAL2,2025-03-28,747.07,320661,3960.0,0.0124,126,2444.46,3.27,Carousel,Confidence starts inside — elevate with men athletic briefs.,Broad,Facebook,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-03-29,187.35,401046,4759.0,0.0119,139,2676.16,14.28,Video,Doctors recommend breathable modal — meet our men inner vests.,Lookalike,Instagram,US
MEN PREMIUM MODAL,Adset-5 LAL2,2025-03-30,376.89,192644,2098.0,0.0109,51,1414.88,3.75,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Lookalike,Facebook,US
Men  Premium  Modal,Adset-5 LAL2,2025-03-31,160.6,180337,2263.0,0.0125,90,3277.27,20.41,Image,Cooling mesh panels for workouts — men trunks you’ll actually love.,Retargeting,Instagram,IN
Women | Studio Sports,Adset-1 ATC,2025-01-01,675.0,131999,1180.0,0.0089,52,1454.01,2.15,Video,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Instagram,IN
Women | Studio Sports,Adset-1 ATC,2025-01-02,314.66,241852,2647.0,0.0109,106,2962.74,9.42,Image,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Facebook,IN
Women | Studio Sports,Adset-1 ATC,2025-01-03,287.96,450001,5246.0,0.0117,327,16622.17,57.72,Carousel,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Retargeting,Instagram,US
Women-Studio Sports,Adset-1 ATC,2025-01-04,663.55,153719,1784.0,0.0116,45,2032.37,3.06,Image,Seamless confidence for every day — new women sports bras.,Broad,Facebook,US
Women-Studio Sports,Adset-1 ATC,2025-01-05,729.58,286505,2831.0,0.0099,115,6011.5,8.24,Video,Breathable bamboo that moves with you — limited offer on women panties.,Broad,Instagram,IN
Women_|_Studio_Sports,Adset-1 ATC,2025-01-06,251.06,437433,8216.0,0.0188,261,7627.61,30.38,Image,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Facebook,US
Women_|_Studio_Sports,Adset-1 ATC,2025-01-07,490.25,107413,916.0,0.0085,31,1645.5,3.36,Video,Seamless confidence for every day — new women bras.,Lookalike,Instagram,IN
women | studio sports,Adset-1 ATC,2025-01-08,445.75,306790,4174.0,0.0136,121,5586.18,12.53,Carousel,"Push comfort, not wires — everyday women sports bras.",Broad,Instagram,US
women | studio sports,Adset-1 ATC,2025-01-09,1188.73,447215,4877.0,0.0109,137,3889.29,3.27,Carousel,Confidence starts inside — elevate with women wire‑free bras.,Broad,Instagram,US
Women | Studio Sports,Adset-1 ATC,2025-01-10,852.35,64741,863.0,0.0133,26,1181.75,1.39,Image,Stretch that snaps back — durable women panties.,Broad,Facebook,US
Women_|_Studio_Sports,Adset-1 ATC,2025-01-11,674.71,295787,3160.0,0.0107,85,4123.37,6.11,Image,Cooling mesh panels for workouts — women bras you’ll actually love.,Broad,Instagram,US
Wom n-Studio Sports,Adset-1 ATC,2025-01-12,,264474,3176.0,0.012,94,2670.87,6.48,Image,No ride‑up guarantee — best‑selling women panties back in stock.,Broad,Instagram,US
women | studio sports,Adset-1 ATC,2025-01-13,,452226,5065.0,0.0112,251,6510.49,8.24,UGC,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Retargeting,Instagram,IN
Women_|_Studio_Sports,Adset-1 ATC,2025-01-14,664.15,296178,3510.0,0.0119,113,5613.61,8.45,UGC,Seamless confidence for every day — new women sports bras.,Broad,Instagram,IN
women | studio sp-rts,Adset-1 ATC,2025-01-15,32.57,119026,1363.0,0.0115,49,2487.49,76.37,Image,Stretch that snaps back — durable women wire‑free bras.,Lookalike,Instagram,UK
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-01-16,1088.16,445504,5923.0,0.0133,217,8499.98,7.81,UGC,"Push comfort, not wires — everyday women wire‑free bras.",Broad,Facebook,UK
women | studio sports,Adset-1 ATC,2025-01-17,55.81,400358,3344.0,0.0084,87,4555.78,81.63,Video,Invisible under tees — seamless women sports bras.,Broad,Facebook,IN
Women_|_Studio_Sports,Adset-1 ATC,2025-01-18,406.39,509516,5116.0,0.01,191,6139.42,15.11,Video,Summer‑ready essentials — sweat‑wicking women boyshorts.,Retargeting,Instagram,UK
Women | Studio Sports,Adset-1 ATC,2025-01-19,38.27,166146,2391.0,0.0144,68,3056.26,79.86,Video,"Push comfort, not wires — everyday women panties.",Broad,Facebook,IN
women | studio sports,Adset-1 ATC,2025-01-20,553.94,293692,3799.0,0.0129,0,4955.25,8.95,Video,"All‑day comfort, zero pinch — try our women panties!",Lookalike,Instagram,US
Women  |  Studio  Sports,Adset-1 ATC,2025-01-21,91.8,185831,2205.0,0.0119,98,5531.77,60.26,Carousel,Seamless confidence for every day — new women bras.,Retargeting,Facebook,US
Women-Stud o Sports,Adset-1 ATC,2025-01-22,503.67,505640,7066.0,0.014,199,10901.61,21.64,Video,"All‑day comfort, zero pinch — try our women panties!",Lookalike,Instagram,US
women | studio sports,Adset-1 ATC,2025-01-23,226.35,239668,,0.0107,123,2718.65,12.01,Image,Confidence starts inside — elevate with women boyshorts.,Retargeting,Facebook,IN
Women-Studio Spo-ts,Adset-1 ATC,2025-01-24,135.29,268566,,0.0104,60,2593.64,19.17,Video,Invisible under tees — seamless women sports bras.,Lookalike,Instagram,IN
Women-Studio Sports,Adset-1 ATC,2025-01-25,183.42,84029,911.0,0.0108,43,2181.83,11.9,Carousel,Stretch that snaps back — durable women panties.,Broad,Instagram,UK
women | studio sports,Adset-1 ATC,2025-01-26,838.68,365157,2901.0,0.0079,105,5175.35,6.17,Image,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Facebook,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-01-27,313.4,491704,5311.0,0.0108,211,11220.15,35.8,Video,Doctors recommend breathable bamboo — meet our women sports bras.,Broad,Instagram,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-01-28,125.01,204583,2170.0,0.0106,66,3664.81,29.32,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Facebook,US
women | studio sports,Adset-1 ATC,2025-01-29,1261.71,281628,3982.0,0.0141,144,5276.44,4.18,Video,"All‑day comfort, zero pinch — try our women bras!",Lookalike,Instagram,US
Women_|_Studio_Sports,Adset-1 ATC,2025-01-30,689.51,354676,4966.0,0.014,182,4205.66,6.1,UGC,Seamless confidence for every day — new women wire‑free bras.,Lookalike,Instagram,US
Women  |  Studio  Sports,Adset-1 ATC,2025-01-31,794.86,503036,5072.0,0.0101,181,5788.26,7.28,Carousel,Stretch that snaps back — durable women bras.,Broad,Instagram,US
Women_|_Studio_Sports,Adset-1 ATC,2025-02-01,478.7,286255,1843.0,0.0064,63,1502.57,3.14,Image,Invisible under tees — seamless women wire‑free bras.,Retargeting,Instagram,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-02-02,631.68,500663,4875.0,0.0097,267,7120.0,11.27,UGC,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Retargeting,Facebook,IN
Women | Studio Sports,Adset-1 ATC,2025-02-03,157.48,417207,6272.0,0.015,262,6366.84,40.43,Video,Breathable organic cotton that moves with you — limited offer on women boyshorts.,Retargeting,Instagram,UK
Women | Studio Sports,Adset-1 ATC,2025-02-04,168.18,188136,2428.0,0.0129,75,2259.36,13.43,Image,Invisible under tees — seamless women sports bras.,Broad,Facebook,IN
Women | Studio Sports,Adset-1 ATC,2025-02-05,421.28,318229,2605.0,0.0082,78,3191.19,7.57,Video,Stretch that snaps back — durable women bras.,Broad,Facebook,IN
women | studio sports,Adset-1 ATC,2025-02-06,110.88,510534,4109.0,0.008,114,6502.2,58.64,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Facebook,UK
Women-Studio Sports,Adset-1 ATC,2025-02-07,576.07,399774,5641.0,0.0141,189,6166.07,10.7,Image,Seamless confidence for every day — new women panties.,Broad,Facebook,IN
Women | Studio Sports,Adset-1 ATC,2025-02-08,419.15,102676,1319.0,0.0128,41,2184.33,5.21,UGC,"Push comfort, not wires — everyday women wire‑free bras.",Retargeting,Facebook,IN
Women_|_Studio_Sports,Adset-1 ATC,2025-02-09,918.93,266130,2988.0,0.0112,0,5581.62,6.07,Carousel,Invisible under tees — seamless women panties.,Broad,Instagram,IN
Women | Studio Sports,Adset-1 ATC,2025-02-10,254.84,437882,5165.0,0.0118,256,6349.14,24.91,Video,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Retargeting,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-02-11,969.15,280091,1373.0,0.0049,44,1772.59,1.83,Video,Cooling mesh panels for workouts — women bras you’ll actually love.,Broad,Instagram,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-02-12,584.02,359132,4622.0,0.0129,160,3667.41,6.28,Image,Summer‑ready essentials — sweat‑wicking women boyshorts.,Broad,Facebook,US
Women-Studio Sports,Adset-1 ATC,2025-02-13,409.87,461476,6428.0,0.0139,111,6060.36,14.79,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Lookalike,Facebook,US
Women_|_Studio_Sports,Adset-1 ATC,2025-02-14,387.92,321139,3154.0,0.0098,75,3229.19,8.32,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Instagram,UK
Women | Studio Sports,Adset-1 ATC,2025-02-15,241.63,23828,318.0,0.0133,11,338.31,1.4,Carousel,Breathable modal that moves with you — limited offer on women boyshorts.,Broad,Instagram,US
Women | Studio Sports,Adset-1 ATC,2025-02-16,312.73,93624,1102.0,0.0118,55,1647.52,5.27,Video,"Ultra‑soft waistband, no marks — premium women boyshorts.",Retargeting,Facebook,US
Women-Studio Sports,Adset-1 ATC,2025-02-17,293.13,412334,4770.0,0.0116,166,5202.91,17.75,Video,Confidence starts inside — elevate with women boyshorts.,Lookalike,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-02-18,221.13,100118,1161.0,0.0116,38,874.05,3.95,Carousel,Confidence starts inside — elevate with women bras.,Broad,Facebook,US
Women  |  Studio  Sports,Adset-1 ATC,2025-02-19,272.75,172513,2097.0,0.0122,91,5249.77,19.25,Video,Invisible under tees — seamless women panties.,Lookalike,Instagram,US
Women | Studio Sports,Adset-1 ATC,2025-02-20,160.48,346061,3040.0,0.0088,149,6762.22,42.14,Image,"All‑day comfort, zero pinch — try our women panties!",Retargeting,Instagram,IN
Women-Studio Sports,Adset-1 ATC,2025-02-21,495.6,484998,6813.0,0.014,320,15119.32,30.51,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Instagram,UK
women | studio sports,Adset-1 ATC,2025-02-22,1293.68,334579,4316.0,0.0129,136,3665.72,2.83,Image,Hot & comfy: women boyshorts now 20% off — feel the difference.,Lookalike,Instagram,US
Women | Studio Sports,Adset-1 ATC,2025-02-23,710.87,342689,2912.0,0.0085,155,8132.73,11.44,Video,Stretch that snaps back — durable women sports bras.,Broad,Instagram,IN
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-02-24,129.06,16307,165.0,0.0101,6,235.9,1.83,Carousel,3‑pack deal ends tonight — upgrade your women drawer with bras.,Lookalike,Facebook,US
Women  |  Studio  Sports,Adset-1 ATC,2025-02-25,201.87,464905,4201.0,0.009,192,8673.24,42.96,Image,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Retargeting,Instagram,UK
Women | Studio Sports,Adset-1 ATC,2025-02-26,398.93,477410,5177.0,0.0108,202,8510.7,21.33,UGC,"All‑day comfort, zero pinch — try our women wire‑free bras!",Retargeting,Instagram,US
Women_|_Studio_Sports,Adset-1 ATC,2025-02-27,292.16,420292,4882.0,0.0116,189,6968.11,23.85,Carousel,No ride‑up guarantee — best‑selling women bras back in stock.,Retargeting,Instagram,IN
Women | Studio Sports,Adset-1 ATC,2025-02-28,130.92,105427,654.0,0.0062,20,757.33,5.78,Video,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Broad,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-01,1027.14,350284,3268.0,0.0093,111,2463.39,2.4,Video,Doctors recommend breathable organic cotton — meet our women panties.,Broad,Instagram,US
Women-Studio Sports,Adset-1 ATC,2025-03-02,564.44,171610,2213.0,0.0129,73,2554.53,4.53,Carousel,Invisible under tees — seamless women wire‑free bras.,Broad,Facebook,UK
-omen_|_Studio_Sports,Adset-1 ATC,2025-03-03,135.68,369667,4228.0,0.0114,113,3562.84,26.26,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-04,259.04,306812,3971.0,0.0129,237,12669.47,48.91,Video,Confidence starts inside — elevate with women panties.,Retargeting,Instagram,US
Women | Studio Sports,Adset-1 ATC,2025-03-05,290.85,507517,3467.0,0.0068,103,2648.44,9.11,Carousel,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Instagram,UK
Women  |  Studio  Sports,Adset-1 ATC,2025-03-06,635.25,498599,7451.0,0.0149,265,12480.53,19.65,Carousel,Summer‑ready essentials — sweat‑wicking women bras.,Retargeting,Facebook,UK
Women  |  Studio  Sports,Adset-1 ATC,2025-03-07,709.39,327776,3691.0,0.0113,167,3829.71,5.4,UGC,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Facebook,UK
Women | Studio Sports,Adset-1 ATC,2025-03-08,434.94,221891,3135.0,0.0141,122,4082.24,9.39,Image,Confidence starts inside — elevate with women bras.,Retargeting,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-09,121.92,431072,5600.0,0.013,126,5596.97,45.91,UGC,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Lookalike,Instagram,US
women-| studio sports,Adset-1 ATC,2025-03-10,740.52,154939,2510.0,0.0162,93,3689.11,4.98,Image,"Push comfort, not wires — everyday women boyshorts.",Broad,Facebook,US
Women_|_Studio_Sports,Adset-1 ATC,2025-03-11,1255.59,198098,1969.0,0.0099,75,1758.93,1.4,Video,Seamless confidence for every day — new women bras.,Lookalike,Instagram,IN
omen | Studio Sports,Adset-1 ATC,2025-03-12,525.95,289232,3985.0,0.0138,132,,11.44,Video,"Ultra‑soft waistband, no marks — premium women bras.",Lookalike,Instagram,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-03-13,67.75,256450,3359.0,0.0131,81,3129.47,46.19,Image,Invisible under tees — seamless women sports bras.,Broad,Instagram,UK
Women_|_Studio_Sports,Adset-1 ATC,2025-03-14,63.08,18439,238.0,0.0129,8,449.34,7.12,UGC,Summer‑ready essentials — sweat‑wicking women panties.,Retargeting,Instagram,US
Women | Studio  ports,Adset-1 ATC,2025-03-15,467.77,46734,608.0,0.013,26,984.14,2.1,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Retargeting,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-16,274.91,216536,2192.0,0.0101,74,3185.86,11.59,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Lookalike,Facebook,UK
Women-Studio Sports,Adset-1 ATC,2025-03-17,392.2,386780,4206.0,0.0109,146,3810.53,9.72,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Facebook,UK
Women | Stu io Sports,Adset-1 ATC,2025-03-18,1047.07,487391,4529.0,0.0093,176,8875.82,8.48,Video,Cooling mesh panels for workouts — women bras you’ll actually love.,Lookalike,Instagram,IN
Women | Studio Sports,Adset-1 ATC,2025-03-19,441.14,391240,4337.0,0.0111,161,5471.49,12.4,Carousel,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Retargeting,Instagram,US
Women  |  Studio  Sports,Adset-1 ATC,2025-03-20,294.02,198234,1451.0,0.0073,52,1469.17,5.0,Image,Breathable microfiber that moves with you — limited offer on women panties.,Broad,Instagram,UK
Women | Studio Sports,Adset-1 ATC,2025-03-21,105.75,258646,2586.0,0.01,77,4154.27,39.28,Video,Confidence starts inside — elevate with women boyshorts.,Lookalike,Instagram,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-03-22,,324937,4668.0,0.0144,161,6490.71,13.26,Image,Hot & comfy: women panties now 20% off — feel the difference.,Broad,Facebook,US
Women-Studio Sports,Adset-1 ATC,2025-03-23,1040.59,448682,4928.0,0.011,202,7781.3,7.48,Video,No ride‑up guarantee — best‑selling women panties back in stock.,Lookalike,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-24,416.06,327067,2903.0,0.0089,94,,5.84,Image,"All‑day comfort, zero pinch — try our women boyshorts!",Broad,Facebook,UK
women | studio sports,Adset-1 ATC,2025-03-25,359.64,78500,726.0,0.0092,24,1104.97,3.07,Video,No ride‑up guarantee — best‑selling women panties back in stock.,Lookalike,Instagram,US
WOMEN | STUDIO SPORTS,Adset-1 ATC,2025-03-26,631.55,149153,1307.0,0.0088,57,2092.51,3.31,Image,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Instagram,US
Women-Studio Sports,Adset-1 ATC,2025-03-27,911.45,232091,2277.0,0.0098,68,3188.36,3.5,Video,Invisible under tees — seamless women wire‑free bras.,Broad,Instagram,IN
Women | Studio Sports,Adset-1 ATC,2025-03-28,302.33,26639,221.0,0.0083,9,323.18,1.07,Image,Confidence starts inside — elevate with women wire‑free bras.,Lookalike,Instagram,US
women | studio sports,Adset-1 ATC,2025-03-29,646.76,121036,916.0,0.0076,39,1031.1,1.59,Image,"Push comfort, not wires — everyday women panties.",Lookalike,Instagram,UK
Women | Studio Sports,Adset-1 ATC,2025-03-30,,447458,5181.0,0.0116,93,2825.25,3.41,Video,Invisible under tees — seamless women panties.,Broad,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-31,809.46,350220,4027.0,0.0115,132,3137.25,3.88,Image,Confidence starts inside — elevate with women sports bras.,Retargeting,Instagram,US
Women-Studio Sports,Adset-2 Broad,2025-01-01,859.44,140054,1785.0,0.0127,61,2368.67,2.76,Video,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Facebook,UK
Women-Studio Sports,Adset-2 Broad,2025-01-02,108.15,444550,3996.0,0.009,165,6653.01,61.52,Image,Breathable microfiber that moves with you — limited offer on women wire‑free bras.,Lookalike,Facebook,IN
Women | Studio Sports,Adset-2 Broad,2025-01-03,676.67,188383,1259.0,0.0067,45,1073.94,1.59,Video,Breathable organic cotton that moves with you — limited offer on women sports bras.,Lookalike,Instagram,IN
Women  |  Studio  Sports,Adset-2 Broad,2025-01-04,1177.12,498914,5540.0,0.0111,193,9423.5,8.01,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Broad,Instagram,US
Women | Studio Sports,Adset-2 Broad,2025-01-05,711.62,287182,2126.0,0.0074,101,4234.54,5.95,Video,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Lookalike,Instagram,IN
Women_|_Studio_Sports,Adset-2 Broad,2025-01-06,112.38,354128,5081.0,0.0143,213,6925.45,61.63,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Retargeting,Instagram,US
women | studio sports,Adset-2 Broad,2025-01-07,183.24,184584,1980.0,0.0107,77,3871.46,21.13,Carousel,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Facebook,UK
